respondent_id,age,county,primary_preference,app_interest,weekend_preference,monthly_activity_budget
964,30,Miami-Dade County,Beach,Medium,Both,252
965,35,Miami-Dade County,Fitness,High,Both,125
966,31,Miami-Dade County,Beach,High,Nighttime,315
967,35,Miami-Dade County,Day Weekend Activities,Medium,Both,293
968,33,Miami-Dade County,Beach,Medium,Daytime,164
969,30,Miami-Dade County,Day Weekend Activities,High,Daytime,361
970,30,Miami-Dade County,Trips Outside Miami,High,Daytime,311
971,34,Miami-Dade County,Nightlife,Medium,Daytime,164
972,33,Miami-Dade County,Fitness,Medium,Daytime,144
973,30,Miami-Dade County,Beach,Low,Both,213
974,33,Miami-Dade County,Fitness,Medium,Daytime,230
975,31,Miami-Dade County,Nightlife,Low,Daytime,194
976,32,Miami-Dade County,Nightlife,Medium,Daytime,143
977,30,Miami-Dade County,Beach,High,Daytime,237
978,34,Miami-Dade County,Trips Outside Miami,High,Both,156
979,31,Miami-Dade County,Beach,Medium,Daytime,225
980,33,Miami-Dade County,Day Weekend Activities,Medium,Daytime,304
981,35,Miami-Dade County,Fitness,High,Both,392
982,31,Miami-Dade County,Day Weekend Activities,High,Daytime,182
983,30,Miami-Dade County,Fitness,Low,Daytime,380
984,33,Miami-Dade County,Trips Outside Miami,High,Daytime,167
985,32,Miami-Dade County,Trips Outside Miami,High,Nighttime,382
986,31,Miami-Dade County,Day Weekend Activities,High,Both,247
987,30,Miami-Dade County,Fitness,High,Both,249
988,34,Miami-Dade County,Fitness,High,Daytime,214
989,35,Miami-Dade County,Fitness,High,Both,129
990,33,Miami-Dade County,Beach,High,Daytime,213
991,31,Miami-Dade County,Fitness,Medium,Daytime,216
992,31,Miami-Dade County,Nightlife,High,Daytime,324
993,32,Miami-Dade County,Beach,Medium,Daytime,188
994,32,Miami-Dade County,Fitness,Low,Nighttime,392
995,34,Miami-Dade County,Beach,High,Nighttime,366
996,35,Miami-Dade County,Beach,Medium,Both,100
997,34,Miami-Dade County,Day Weekend Activities,High,Nighttime,169
998,30,Miami-Dade County,Beach,Low,Nighttime,375
999,30,Miami-Dade County,Nightlife,High,Daytime,191
1000,34,Miami-Dade County,Beach,Medium,Daytime,380
